Lawrence Journal-World,ljworld.com,LJWorld.com videos,"Best News Video with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
Imperial Valley Press,ivpressonline.com,Imperial Valley Press Video-Returned migrants find home at last-stop hotel in Mexicali,"Best News Video with under 250,000 unique monthly visitors",2011,November 2019,,Y
Financial Times,ft.com,FT.com,Best News Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
Thomson Reuters Foundation,alertnet.org,Alertnet: first humanitarian news website,"Best News Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
Eurasianet,eurasianet.org,EurasiaNet.org News Website,"Best News Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
CNN,cnn.com,This Just In,Best News/Political Blog with 1 million unique monthly visitors and over,2011,November 2019,,Y
The Denver Post,denverpost.com,The Spot blog,"Best News/Political Blog with under 250,000 unique monthly visitors",2011,November 2019,,Y
Boston Globe,boston.com,Institute of Contemporary Art/Boston on Boston.com,Best Online Media Advertising/Media Campaign with 1 million unique monthly visitors and over,2011,November 2019,,N
Las Vegas Review-Journal,reviewjournal.com,Review-Journal U Pick `Em Pro Picks Blitz,"Best Online Media Advertising/Media Campaign with 250,000 to 1 million unique monthly visitors",2011,November 2019,,N
St. Augustine Record,staugustine.com,Visitor's Guide of St. Augustine Florida,"Best Online Media Advertising/Media Campaign with under 250,000 unique monthly visitors",2011,November 2019,,N
Boston Globe,bostonglobe.com,BostonGlobe.com,Best Overall Website Design with 1 million unique monthly visitors and over,2011,November 2019,,*
Thomson Reuters Foundation,news.trust.org,Trust.org: portal for Thomson Reuters Foundation,"Best Overall Website Design with 250,000 to 1 million unique monthly visitors",2011,November 2019,,*
"Ongo, Inc.",-,One Smart Read. Best stories. Stellar experience. No ads.,"Best Overall Website Design with under 250,000 unique monthly visitors",2011,November 2019,,*
CNN,cnn.com,CNNMoney.com,Best Redesign/Relaunch with 1 million unique monthly visitors and over,2011,November 2019,,*
The Associated Press,apnews.com,Associated Press Templates,"Best Redesign/Relaunch with 250,000 to 1 million unique monthly visitors",2011,November 2019,,*
Center for Public Integrity,publicintegrity.org,The Center for Public Integrity's iWatch News,"Best Redesign/Relaunch with under 250,000 unique monthly visitors",2011,November 2019,,*
D Magazine,dmagazine.com,DMagazine.com,"Best Regional Magazine-Affiliated Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
Entertainment Weekly,ew.com,Best Social Media Platform: EW.com,Best Social Media Platform with 1 million unique monthly visitors and over,2011,November 2019,,*
Athens Banner-Herald,onlineathens.com,AthensTalks.com,"Best Social Media Platform with under 250,000 unique monthly visitors",2011,November 2019,,*
The Denver Post,denverpost.com,VivaColorado.com,"Best Spanish-Language Newspaper Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
La Nación,lanacion.com.ar,lanacion.com,Best Spanish-Language Newspaper with 1 million unique monthly visitors and over,2011,November 2019,,Y
The Denver Post,denverpost.com,Denver Post Broncos Blog - First and Orange,Best Sports Blog with 1 million unique monthly visitors and over,2011,November 2019,,Y
Athens Banner-Herald,onlineathens.com,DogBytes Online,"Best Sports Blog with under 250,000 unique monthly visitors",2011,November 2019,,Y
ESPN,espn.com,Outside the Lines: A Man Obsessed,Best Sports Video with 1 million unique monthly visitors and over,2011,November 2019,,Y
Lawrence Journal-World,ljworld.com,Shot Put Timelapse,"Best Sports Video with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
Naples Daily News,naplesnews.com,Jernell Hughes,"Best Sports Video with under 250,000 unique monthly visitors",2011,November 2019,,Y
ESPN,espn.com,ESPN.com,Best Sports Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
Lincoln Journal Star,journalstar.com,Lincoln Journal Star- HuskerExtra.com,"Best Sports Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
News 12 Varsity,news12varsity.com,MSGVarsity.com,"Best Sports Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
Travel + Leisure,travelandleisure.com,TravelandLeisure.com,Best Travel Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
tv.com,tv.com,TV.com,Best TV Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
WCMH-TV,nbc4i.com,nbc4i.com,"Best TV Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
Reuters Full Focus,reuters.com,Reuters Full Focus,Best Use of Photography on a Website with 1 million unique monthly visitors and over,2011,November 2019,,Y
Edmonton Journal,edmontonjournal.com,Find yourself at Grey Cup 2010,"Best Use of Photography on a Website with 250,000 to 1 million unique monthly visitors",2011,November 2019,,Y
-,godslake.nfb.ca,God's Lake Narrows,"Best Use of Photography on a Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
Cape Cod Times,capecodtimes.com,"CapeCast, the daily webcast of the Cape Cod Times","Best Webcast with under 250,000 unique monthly visitors",2011,November 2019,,Y
Milwaukee Journal Sentinel,jsonline.com,WauwatosaNOW,"Best Weekly Newspaper Website with under 250,000 unique monthly visitors",2011,November 2019,,Y
CNN,cnn.com,CNN Digital,Best News Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
KPCC,scpr.org,Southern California Public Radio,Best News Website with under 1 million unique monthly visitors,2012,November 2019,,Y
The Globe and Mail,theglobeandmail.com,The Globe and Mail,Best Daily Newspaper Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
The Salt Lake Tribune,sltrib.com,The Salt Lake Tribune,Best Daily Newspaper Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
Lawrence Journal-World,ljworld.com,Lawrence Journal-World,Best Daily Newspaper Website with under 1 million unique monthly visitors,2012,November 2019,,Y
Pasadena Sun,-,Pasadena Sun,Best Weekly or Non-Daily Newspaper Website with under 1 million unique monthly visitors,2012,November 2019,,Y
CNN,cnn.com,CNNMoney,Best Business/Finance Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
Kiplinger,kiplinger.com,The Kiplinger Washington Editors,Best Business/Finance Website with under 1 million unique monthly visitors,2012,November 2019,,Y
ESPN,espn.com,ESPN.com,Best Sports Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
News 12 Varsity,news12varsity.com,MSGVarsity.com,Best Sports Website with under 1 million unique monthly visitors,2012,November 2019,,Y
La Nación,lanacion.com.ar,LA NACION (Argentina),Best Spanish-Language Newspaper Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
The Denver Post,denverpost.com,VivaColorado.com,Best Spanish-Language Newspaper Website with under 1 million unique monthly visitors,2012,November 2019,,Y
Bloomberg,bloomberg.com,Bloomberg News,Best Investigative/Enterprise Feature on a Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
Sarasota Herald-Tribune,heraldtribune.com,Sarasota Herald-Tribune,Best Investigative/Enterprise Feature on a Website with under 1 million unique monthly visitors,2012,November 2019,,Y
Financial Times,ft.com,Financial Times,Best News or Event Feature on a Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
Edmonton Journal,edmontonjournal.com,Edmonton Journal,Best News or Event Feature on a Website with under 1 million unique monthly visitors,2012,November 2019,,Y
NPR,stateimpact.npr.org,stateimpact.npr.org,Best Community Service on a Media-Affiliated Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
Digital First Media,-,American Homecomings,Best Community Service on a Media-Affiliated Website with under 1 million unique monthly visitors,2012,November 2019,,Y
Today,today.com,TODAY.com a production of NBCNews.com,Best Use of Social Media for News Services with 1 million unique monthly visitors and over,2012,November 2019,,Y
Edmonton Journal,edmontonjournal.com,Edmonton Journal,Best Use of Social Media for News Services with under 1 million unique monthly visitors,2012,November 2019,,Y
Boston Globe,boston.com,Boston.com,Best Crowd Sourcing/Citizen Journalism with 1 million unique monthly visitors and over,2012,November 2019,,Y
The Denver Post,denverpost.com,The Denver Post,Best Crowd Sourcing/Citizen Journalism with under 1 million unique monthly visitors,2012,November 2019,,Y
New York Daily News,nydailynews.com,Daily News Digital,Best Mobile Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
Times Leader,timesleader.com,Times Leader Mobile Site,Best Mobile Website with under 1 million unique monthly visitors,2012,November 2019,,Y
USA Today,usatoday.com,USA TODAY,Best Mobile Application with 1 million unique monthly visitors and over,2012,November 2019,,Y
Calorie Count,-,Calorie Count,Best Mobile Application with under 1 million unique monthly visitors,2012,November 2019,,Y
CBC,cbc.ca,CBCNews.ca,Best News Video with 1 million unique monthly visitors and over,2012,November 2019,,Y
Lawrence Journal-World,ljworld.com,Lawrence Journal-World,Best News Video with under 1 million unique monthly visitors,2012,November 2019,,Y
Sports Illustrated,si.com,Sports Illustrated,Best Sports Video with 1 million unique monthly visitors and over,2012,November 2019,,Y
News 12 Varsity,news12varsity.com,MSGVarsity.com,Best Sports Video with under 1 million unique monthly visitors,2012,November 2019,,Y
CNN,cnn.com,CNN Digital,Best Enterprise/Investigative Video with 1 million unique monthly visitors and over,2012,November 2019,,Y
USA Today,usatoday.com,USA TODAY,Best Enterprise/Investigative Video with 1 million unique monthly visitors and over,2012,November 2019,,Y
Providence Journal,providencejournal.com,The Providence Journal Company,Best Enterprise/Investigative Video with under 1 million unique monthly visitors,2012,November 2019,,Y
Boston Globe,boston.com,Boston.com,Best Webcast with 1 million unique monthly visitors and over,2012,November 2019,,Y
Cape Cod Times,capecodtimes.com,Cape Cod Times,Best Webcast with under 1 million unique monthly visitors,2012,November 2019,,Y
NPR,npr.org,NPR,Best Use of Photography on a Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
Newsday,newsday.com,Newsday,Best Use of Photography on a Website with under 1 million unique monthly visitors,2012,November 2019,,Y
NPR,npr.org,NPR,Best Home Page with 1 million unique monthly visitors and over,2012,November 2019,,Y
Washington Times,washingtontimes.com,The Washington Times,Best Home Page with under 1 million unique monthly visitors,2012,November 2019,,Y
The Globe and Mail,theglobeandmail.com,The Globe and Mail,Best Overall Website Design with 1 million unique monthly visitors and over,2012,November 2019,,*
Ottawa Citizen,ottawacitizen.com,Ottawa Citizen - Style Online,Best Overall Website Design with under 1 million unique monthly visitors,2012,November 2019,,*
The Associated Press,apnews.com,Associated Press,Best Redesign/Relaunch with 1 million unique monthly visitors and over,2012,November 2019,,*
KPCC,scpr.org,Southern California Public Radio,Best Redesign/Relaunch with under 1 million unique monthly visitors,2012,November 2019,,*
Chowhound,chowhound.com,CBS Interactive,Best Food Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
Boston Globe,boston.com,Boston.com -AE,Best Entertainment Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
OnMilwaukee,onmilwaukee.com,OnMilwaukee.com,Best Entertainment Website with under 1 million unique monthly visitors,2012,November 2019,,Y
Travelzoo,travelzoo.com,Travelzoo,Best Travel Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
Ohio's Amish Country,ohiosamishcountry.com,Ohio's Amish Country,Best Travel Website with under 1 million unique monthly visitors,2012,November 2019,,Y
The Globe and Mail,theglobeandmail.com,The Globe and Mail,Best Automotive Website with 1 million unique monthly visitors and over,2012,November 2019,,Y
FYI Driving,-,FYI Driving,Best Automotive Website with under 1 million unique monthly visitors,2012,November 2019,,Y
Legacy.com,legacy.com,Legacy.com,Best Classified Website with 1 million unique monthly visitors and over,2012,November 2019,,N
-,careercast.com,CareerCast.com,Best Classified Website with under 1 million unique monthly visitors,2012,November 2019,,N
Singapore Press Holdings Ltd.,-,Singapore Press Holdings,Best Online Media Advertising/Media Campaign with 1 million unique monthly visitors and over,2012,November 2019,,N
The Day,theday.com,The Day Publishing Company,Best Online Media Advertising/Media Campaign with under 1 million unique monthly visitors,2012,November 2019,,N
